timestamp,weblogic_heap,weblogic_threads,oracle_query_time,oracle_session_count,system_cpu,system_memory,system_disk,anomaly
2025-06-30T16:42:22.494120,70.40316190820866,194,128.43699395433367,300,32.604447062970266,67.38322690075208,87.41208196085114,
2025-06-30T16:42:27.523633,54.83840438347081,109,101.1224683179325,186,26.64995053073475,72.68936554094866,79.51928620160082,
2025-06-30T16:42:32.527214,61.8494585454332,111,191.86538021500397,244,35.792734515362135,80.30827772932365,78.3930736043556,
2025-06-30T16:42:37.535644,48.747306036524904,198,114.42971508071146,272,37.49533711608156,75.94766737596126,81.0660971853504,
2025-06-30T16:42:42.543435,59.04949028252667,111,142.68587520876238,224,38.38282106434358,72.88893084893051,76.5580314920974,
2025-06-30T16:42:47.553062,47.00582969255368,173,85.13755641667439,241,14.81801705922981,74.90707830799256,70.76127977083755,
2025-06-30T16:42:52.555815,62.48239187155637,179,148.64442696345978,154,3.2197489889367077,69.0252875407073,79.9339993283837,
2025-06-30T16:42:57.560576,67.84868374864455,122,87.31847731689777,208,32.36847985134437,71.31504575487433,77.37059877748244,
2025-06-30T16:43:02.567296,52.575783040777004,141,125.18908469490397,112,23.690355525896848,68.21783556026726,72.62434753052915,
2025-06-30T16:43:07.570711,73.78654616140606,131,101.0964151833628,266,0.2323716677445944,81.61393981766263,82.96360156515674,
2025-06-30T16:43:12.573944,57.7638608837604,152,67.54793115051207,203,30.43737824550175,84.63623936848256,75.5954112471843,
2025-06-30T16:43:17.577733,69.9794319902153,98,132.80439592739907,257,28.299445702405215,67.12352588181939,76.85351883584373,
2025-06-30T16:43:22.584882,60.62172467149241,58,99.78754993583664,119,43.52268933977825,63.02807702142138,88.55460338921749,
2025-06-30T16:43:27.593379,49.64375096139699,140,90.85155784570075,296,68.47320563895764,78.67735289801247,85.71534107595005,
2025-06-30T16:43:32.598137,60.193427795965846,131,112.75854015802045,217,41.83498591519924,63.119933628389646,78.50071960992918,
2025-06-30T16:43:37.606149,61.289686191768446,174,142.71560305266448,156,52.43253270553506,65.34759058882788,85.74609316586601,
2025-06-30T16:43:42.612907,51.61726128492541,124,119.60497286890205,231,35.925212970684655,67.26515107054189,75.37804732696382,
2025-06-30T16:43:47.620894,60.4026580591709,146,135.7042673421105,128,29.766851356708635,79.61829577378194,196.35352787965232,system_disk
2025-06-30T16:43:52.628646,67.42251915173438,191,164.86808695431273,178,74.20527759547645,206.23549031194736,83.71984977476052,system_memory
2025-06-30T16:43:57.633479,64.0980226612913,184,133.70551043698453,292,70.90697563174474,65.00930829880575,76.96357395030543,
2025-06-30T16:44:02.641561,54.35262728618319,161,122.63415237076613,294,30.534675111928543,77.01689275221054,84.08148861722644,
2025-06-30T16:44:07.649552,54.34952978787214,164,73.7441460092744,291,28.024108940981616,57.72058621150371,83.66922585259817,
2025-06-30T16:44:12.653222,71.72913469706684,83,189.72724083365665,296,16.493611295722957,78.15867460322825,91.76502988356295,
2025-06-30T16:44:17.656778,69.99189840072525,178,103.59462952757099,220,16.048601965564266,74.78409345211824,81.23620733250034,
2025-06-30T16:44:22.666442,49.30990276571429,186,139.39667059836918,158,15.070719308723938,67.36017441241454,83.33851535963325,
2025-06-30T16:44:27.670579,50.71307895151284,70,102.95559985879305,300,30.758357131133863,89.88844096992702,76.70318249478125,
2025-06-30T16:44:32.677445,63.793204108829656,76,129.81789699239002,139,44.80520161802299,61.883696820669606,78.64792658709327,
2025-06-30T16:44:37.681659,59.283270042095275,133,142.23287089325197,181,43.88504702901656,68.03482904193459,73.53807023952994,
2025-06-30T16:44:42.690985,49.93266491647076,93,129.03181250340705,206,58.329642747715035,54.96956664599118,83.4013582037903,
2025-06-30T16:44:47.696486,59.44501078645835,84,278.0239580158397,146,35.28749289610481,60.248813500052215,83.01743600343059,oracle_query_time
2025-06-30T16:44:52.703344,46.18654340113244,193,128.3907039579099,257,33.311326596660976,85.31893778641214,77.47319584234808,
2025-06-30T16:44:57.705657,71.36531265092341,197,121.68149567534816,124,27.390065812582566,80.16920223921308,86.8072345808953,
2025-06-30T16:45:02.712667,51.63439263852922,117,105.30936530174172,295,48.642854061535985,56.855339520969416,73.00601144330511,
2025-06-30T16:45:07.718619,52.29262644944057,55,92.7614309237335,192,64.24725224139453,64.87883043226874,94.1626056180291,
2025-06-30T16:45:12.722177,71.04522521630642,69,191.19164674301888,199,50.44267643232391,72.013047594466,77.92811770486276,
2025-06-30T16:45:17.725594,65.30885916935756,143,152.44255331224505,126,61.352535085814424,68.00043854496165,79.6319170958729,
2025-06-30T16:45:22.729394,84.17125579856545,152,95.62440273548086,235,38.24112039226773,70.66738937928388,81.80985431942639,
2025-06-30T16:45:27.736214,62.21918216751386,131,167.57573619211854,298,24.364347212307205,83.5191713660534,84.65579123835991,
2025-06-30T16:45:32.742021,74.44188127258168,111,81.7825888834893,194,51.96569283185895,72.6109130030297,77.14873210488177,
2025-06-30T16:45:37.748688,54.08762488614605,153,115.15125142036973,173,44.06945722605867,73.39640655320272,74.07638142004151,
2025-06-30T16:45:42.757938,56.44929539661999,97,123.66805819423526,136,45.73909861773434,72.38755831988746,82.41671710341876,
2025-06-30T16:45:47.761331,61.56657932073744,151,133.938544845749,251,17.522900928170028,66.40725814946713,87.84051068011951,
2025-06-30T16:45:52.767895,59.37945938004987,155,122.59924110552423,275,36.44516310112992,76.0746291222834,78.58005832103902,
2025-06-30T16:45:57.769918,50.19173075955628,94,137.0377084480698,142,25.18689307925748,79.1322963390227,76.40213445104943,
2025-06-30T16:46:02.772043,48.88133967872192,137,65.70690059362204,107,28.944673236097103,68.68213458840972,80.8672905441357,
2025-06-30T16:46:07.774453,66.18864730339905,102,103.44250635174369,107,32.768530342272925,59.12584175111919,81.8082690935025,
2025-06-30T16:46:12.778298,48.30689722483787,108,94.0836066609877,241,66.40823610190783,59.676663128393514,83.45871454391501,
2025-06-30T16:46:17.781982,59.009825007618765,53,35.780668206627254,156,35.26627348875567,80.51504282033082,78.92605686544378,
2025-06-30T16:46:22.790057,61.26150818498038,80,86.62315331270577,231,29.62648449861011,70.08792385170163,83.71407679599676,
2025-06-30T16:46:27.798611,76.00517674210207,99,95.74415481424796,136,36.90129898040913,64.66974203284421,78.49882698480617,
2025-06-30T16:46:32.807228,51.34955619129547,59,113.9559382858399,221,68.0891171334739,66.73917167444311,87.13264899635789,
2025-06-30T16:46:37.815214,50.411787832967775,88,106.63711175695231,198,26.674557744118786,64.14023400821708,76.54454134856802,
2025-06-30T16:46:42.818990,54.37652506076081,53,131.32861639552732,119,60.08360976498382,63.24575378826479,83.22041202469727,
2025-06-30T16:46:47.826159,67.0842748082947,74,86.53366151022777,286,47.83841743863074,61.1166740795382,85.97403603200374,
2025-06-30T16:46:52.833334,74.51645254155758,191,119.84733106053928,121,70.66826030572827,70.22025559879545,72.93015819144183,
2025-06-30T16:46:57.839684,62.27222499548327,121,95.97879936737561,204,33.82019554765579,76.11600574593295,76.44984880667411,
2025-06-30T16:47:02.845007,41.53995985153125,122,131.0230777665265,269,26.32171665136297,60.18003119002274,75.56825901223907,
2025-06-30T16:47:07.853012,72.3119230167503,194,145.49227956485,211,31.392700313490813,68.66555375015042,72.2101962057315,
2025-06-30T16:47:12.859330,61.16206106679501,73,89.73041053511882,300,41.47405718385545,79.38552222985398,73.59285533933726,
2025-06-30T16:47:17.862922,65.03614760926168,194,108.97617990003785,250,46.66250630821542,67.38656612017185,79.45680619299746,
2025-06-30T16:47:22.869931,66.46142977267698,112,88.84752235543547,209,50.91042843062316,75.69819872058282,76.7777272017647,
2025-06-30T16:47:27.874249,64.92647381677313,158,110.39706163447177,169,27.26230671569684,78.31838477296363,79.5703648367599,
2025-06-30T16:47:32.880061,63.30695055955025,166,110.54943837721127,143,20.62819614954581,87.43040413781856,85.31899223682944,
2025-06-30T16:47:37.886905,56.45199988147266,69,75.80680769639392,250,30.863779361778185,75.37485915000285,77.24452954080886,
2025-06-30T16:47:42.893852,51.10775836758684,149,66.32434974234455,225,37.73778765283075,71.35038825854329,76.68318042141162,
2025-06-30T16:47:47.898918,54.03587004820062,90,146.72263014870984,270,55.01221317658069,67.56027520031644,81.92102478838298,
2025-06-30T16:47:52.902612,78.31858896506861,167,94.4008718109036,210,16.768543936100514,75.36998138405987,83.30196782627303,
2025-06-30T16:47:57.910650,62.07025439924391,135,119.02489048499265,244,17.72218088869995,56.14296452076147,85.17198168955065,
2025-06-30T16:48:02.915736,66.35570015335772,78,133.63193414214825,126,50.21758282227264,81.045873999312,84.03628061695939,
2025-06-30T16:48:07.924080,59.60747790061307,126,264.8645366561677,173,24.569128938209378,67.52757064923956,72.81450316876916,oracle_query_time
2025-06-30T16:48:12.929433,58.42502691289775,57,153.12546013148193,221,43.99627035232952,73.84986251802032,78.86485107799487,
2025-06-30T16:48:17.935777,58.76072359592325,155,85.72028535133221,112,41.25378676253098,58.105767133790835,88.2778827087291,
